Shift (m), Intensity (a.u.)
-8.238196852493998482e-07,1.779508408197054327e-08
-8.234195785542811043e-07,1.779121092069373589e-08
-8.230194718591624663e-07,1.778722116368457752e-08
-8.226193651640437224e-07,1.778305475620141068e-08
-8.222192584689250844e-07,1.777857517911863955e-08
-8.218191517738063405e-07,1.777410271127276331e-08
-8.214190450786877025e-07,1.776967700222196850e-08
-8.210189383835689587e-07,1.776497340669198914e-08
-8.206188316884502148e-07,1.776015876446313889e-08
-8.202187249933315768e-07,1.775517507202794831e-08
-8.198186182982128329e-07,1.775029180728304786e-08
-8.194185116030941949e-07,1.774520485293205851e-08
-8.190184049079754510e-07,1.773974885875804163e-08
-8.186182982128568130e-07,1.773425692044821842e-08
-8.182181915177380691e-07,1.772844614453230052e-08
-8.178180848226193252e-07,1.772259748496077619e-08
-8.174179781275006872e-07,1.771666676229656381e-08
-8.170178714323819433e-07,1.771047006920599848e-08
-8.166177647372633053e-07,1.770410739362108957e-08
-8.162176580421445614e-07,1.769748017643464389e-08
-8.158175513470259234e-07,1.769039571897090129e-08
-8.154174446519071796e-07,1.768310277959084364e-08
-8.150173379567884357e-07,1.767561554125979917e-08
-8.146172312616697977e-07,1.766783183949905788e-08
-8.142171245665510538e-07,1.765983306023455802e-08
-8.138170178714324158e-07,1.765169112619551031e-08
-8.134169111763136719e-07,1.764342489319618073e-08
-8.130168044811950339e-07,1.763489489078416573e-08
-8.126166977860762900e-07,1.762625725701326596e-08
-8.122165910909575461e-07,1.761769027171903388e-08
-8.118164843958389081e-07,1.760893023676524005e-08
-8.114163777007201642e-07,1.759977289493041600e-08
-8.110162710056015262e-07,1.759040903543347800e-08
-8.106161643104827823e-07,1.758075378667357572e-08
-8.102160576153641443e-07,1.757090824855852232e-08
-8.098159509202454005e-07,1.756099685903392803e-08
-8.094158442251266566e-07,1.755086405682332351e-08
-8.090157375300080186e-07,1.754061522898529652e-08
-8.086156308348892747e-07,1.753027982591362173e-08
-8.082155241397706367e-07,1.751978038413647930e-08
-8.078154174446518928e-07,1.750917415828120943e-08
-8.074153107495332548e-07,1.749843424327620536e-08
-8.070152040544145109e-07,1.748753767168707409e-08
-8.066150973592957670e-07,1.747638448998870147e-08
-8.062149906641771290e-07,1.746495144276340028e-08
-8.058148839690583851e-07,1.745345308827847818e-08
-8.054147772739397471e-07,1.744185846299764810e-08
-8.050146705788210032e-07,1.743023169516846515e-08
-8.046145638837023652e-07,1.741846626483543276e-08
-8.042144571885836214e-07,1.740665021767059550e-08
-8.038143504934649833e-07,1.739480285817182524e-08
-8.034142437983462395e-07,1.738295182862868004e-08
-8.030141371032274956e-07,1.737092983087816717e-08
-8.026140304081088576e-07,1.735884137584448898e-08
-8.022139237129901137e-07,1.734686296599651656e-08
-8.018138170178714757e-07,1.733477795950283011e-08
-8.014137103227527318e-07,1.732270274106951926e-08
-8.010136036276340938e-07,1.731066121643982077e-08
-8.006134969325153499e-07,1.729843620225344235e-08
-8.002133902373966060e-07,1.728627244198332457e-08
-7.998132835422779680e-07,1.727414008238046369e-08
-7.994131768471592241e-07,1.726204425719405699e-08
-7.990130701520405861e-07,1.724979799879203911e-08
-7.986129634569218422e-07,1.723740904340753889e-08
-7.982128567618032042e-07,1.722487653471111146e-08
-7.978127500666844604e-07,1.721220979677731053e-08
-7.974126433715657165e-07,1.719959886420641393e-08
-7.970125366764470785e-07,1.718694585024075630e-08
-7.966124299813283346e-07,1.717427195383801742e-08
-7.962123232862096966e-07,1.716175091230265403e-08
-7.958122165910909527e-07,1.714927552753893408e-08
-7.954121098959723147e-07,1.713687905094864565e-08
-7.950120032008535708e-07,1.712436006928012570e-08
-7.946118965057348269e-07,1.711182162813166884e-08
-7.942117898106161889e-07,1.709934251464967117e-08
-7.938116831154974450e-07,1.708673288641737535e-08
-7.934115764203788070e-07,1.707393445371627534e-08
-7.930114697252600631e-07,1.706099464662194872e-08
-7.926113630301414251e-07,1.704801779812677066e-08
-7.922112563350226813e-07,1.703499435668406671e-08
-7.918111496399039374e-07,1.702186650026556860e-08
-7.914110429447852994e-07,1.700858236324758737e-08
-7.910109362496665555e-07,1.699508767740174080e-08
-7.906108295545479175e-07,1.698154979238808040e-08
-7.902107228594291736e-07,1.696797771729102748e-08
-7.898106161643105356e-07,1.695436086075003017e-08
-7.894105094691917917e-07,1.694077128613217560e-08
-7.890104027740730478e-07,1.692717534644655661e-08
-7.886102960789544098e-07,1.691371101274769263e-08
-7.882101893838356659e-07,1.690022434730881453e-08
-7.878100826887170279e-07,1.688663437715803293e-08
-7.874099759935982840e-07,1.687288798231840128e-08
-7.870098692984796460e-07,1.685914188421406817e-08
-7.866097626033609022e-07,1.684537267930505047e-08
-7.862096559082421583e-07,1.683154618185587503e-08
-7.858095492131235203e-07,1.681769855294211714e-08
-7.854094425180047764e-07,1.680387237791448458e-08
-7.850093358228861384e-07,1.679014169587447372e-08
-7.846092291277673945e-07,1.677647328667360861e-08
-7.842091224326487565e-07,1.676272263359606320e-08
-7.838090157375300126e-07,1.674858804176275530e-08
-7.834089090424112687e-07,1.673436134470190292e-08
-7.830088023472926307e-07,1.672015804914126584e-08
-7.826086956521738868e-07,1.670589597475474957e-08
-7.822085889570552488e-07,1.669158246988193280e-08
-7.818084822619365049e-07,1.667720589275459151e-08
-7.814083755668178669e-07,1.666281593741890229e-08
-7.810082688716991231e-07,1.664847394509943724e-08
-7.806081621765803792e-07,1.663421428745481579e-08
-7.802080554814617412e-07,1.661983625519054595e-08
-7.798079487863429973e-07,1.660542323789298309e-08
-7.794078420912243593e-07,1.659095566839854432e-08
-7.790077353961056154e-07,1.657671387017223431e-08
-7.786076287009869774e-07,1.656261018292707716e-08
-7.782075220058682335e-07,1.654868217707129732e-08
-7.778074153107494896e-07,1.653476229388325165e-08
-7.774073086156308516e-07,1.652079329538160393e-08
-7.770072019205121077e-07,1.650687465524070940e-08
-7.766070952253934697e-07,1.649281497689501058e-08
-7.762069885302747258e-07,1.647853775373127500e-08
-7.758068818351560878e-07,1.646423746411532246e-08
-7.754067751400373440e-07,1.644987535013877199e-08
-7.750066684449186001e-07,1.643542938867318343e-08
-7.746065617497999621e-07,1.642086761829375710e-08
-7.742064550546812182e-07,1.640647774968931168e-08
-7.738063483595625802e-07,1.639200903282267397e-08
-7.734062416644438363e-07,1.637757529176116671e-08
-7.730061349693251983e-07,1.636311537681670764e-08
-7.726060282742064544e-07,1.634881302728915788e-08
-7.722059215790877105e-07,1.633458175286983551e-08
-7.718058148839690725e-07,1.631997247345411256e-08
-7.714057081888503286e-07,1.630518328636852006e-08
-7.710056014937316906e-07,1.629023811304253764e-08
-7.706054947986129467e-07,1.627537735465771060e-08
-7.702053881034943087e-07,1.626081880126276496e-08
-7.698052814083755649e-07,1.624622344205215216e-08
-7.694051747132569269e-07,1.623159386189164090e-08
-7.690050680181381830e-07,1.621686850755511533e-08
-7.686049613230194391e-07,1.620199855631962063e-08
-7.682048546279008011e-07,1.618718220046469664e-08
-7.678047479327820572e-07,1.617259891914195678e-08
-7.674046412376634192e-07,1.615812472883607851e-08
-7.670045345425446753e-07,1.614365236898865196e-08
-7.666044278474260373e-07,1.612924062747319829e-08
-7.662043211523072934e-07,1.611478835259307580e-08
-7.658042144571885495e-07,1.610047337448756013e-08
-7.654041077620699115e-07,1.608609893091823717e-08
-7.650040010669511676e-07,1.607177023481642187e-08
-7.646038943718325296e-07,1.605740157926910528e-08
-7.642037876767137858e-07,1.604296693613362597e-08
-7.638036809815951478e-07,1.602857452787033781e-08
-7.634035742864764039e-07,1.601423364834036421e-08
-7.630034675913576600e-07,1.600009901680987785e-08
-7.626033608962390220e-07,1.598598940940102837e-08
-7.622032542011202781e-07,1.597216135479425942e-08
-7.618031475060016401e-07,1.595844995223572033e-08
-7.614030408108828962e-07,1.594481859731900168e-08
-7.610029341157642582e-07,1.593127893462052958e-08
-7.606028274206455143e-07,1.591778216413425999e-08
-7.602027207255267704e-07,1.590459428497595545e-08
-7.598026140304081324e-07,1.589156492056795800e-08
-7.594025073352893885e-07,1.587851704439756049e-08
-7.590024006401707505e-07,1.586561919577629566e-08
-7.586022939450520067e-07,1.585311667457218232e-08
-7.582021872499333686e-07,1.584084199740932521e-08
-7.578020805548146248e-07,1.582850356486664788e-08
-7.574019738596958809e-07,1.581620146910919531e-08
-7.570018671645772429e-07,1.580419471918411964e-08
-7.566017604694584990e-07,1.579226519370722868e-08
-7.562016537743398610e-07,1.578045419972656607e-08
-7.558015470792211171e-07,1.576870990324380759e-08
-7.554014403841024791e-07,1.575699315933034953e-08
-7.550013336889837352e-07,1.574542361859987645e-08
-7.546012269938649913e-07,1.573394356250236331e-08
-7.542011202987463533e-07,1.572232168861997842e-08
-7.538010136036276094e-07,1.571075735061648326e-08
-7.534009069085089714e-07,1.569944300066770292e-08
-7.530008002133902276e-07,1.568833037050631016e-08
-7.526006935182715895e-07,1.567746661111548287e-08
-7.522005868231528457e-07,1.566684694737168715e-08
-7.518004801280341018e-07,1.565656062695523013e-08
-7.514003734329154638e-07,1.564646918728595005e-08
-7.510002667377967199e-07,1.563669541312492624e-08
-7.506001600426780819e-07,1.562713170731481328e-08
-7.502000533475593380e-07,1.561749072714197575e-08
-7.497999466524407000e-07,1.560781903367316458e-08
-7.493998399573219561e-07,1.559803644351900779e-08
-7.489997332622032122e-07,1.558850164196514700e-08
-7.485996265670845742e-07,1.557909267908676796e-08
-7.481995198719658303e-07,1.556988631561967627e-08
-7.477994131768471923e-07,1.556074181360082781e-08
-7.473993064817284485e-07,1.555182084007458624e-08
-7.469991997866098104e-07,1.554317642550198053e-08
-7.465990930914910666e-07,1.553461015179268281e-08
-7.461989863963723227e-07,1.552630519461718921e-08
-7.457988797012536847e-07,1.551822137372631993e-08
-7.453987730061349408e-07,1.551043835758038688e-08
-7.449986663110163028e-07,1.550246309887867644e-08
-7.445985596158975589e-07,1.549475674612463749e-08
-7.441984529207789209e-07,1.548723982657367215e-08
-7.437983462256601770e-07,1.547981685420876344e-08
-7.433982395305414331e-07,1.547229790101950524e-08
-7.429981328354227951e-07,1.546500263741623521e-08
-7.425980261403040512e-07,1.545790502581989159e-08
-7.421979194451854132e-07,1.545093766584406693e-08
-7.417978127500666694e-07,1.544429271661079406e-08
-7.413977060549480313e-07,1.543791493192304720e-08
-7.409975993598292875e-07,1.543194919976045759e-08
-7.405974926647105436e-07,1.542619161725571565e-08
-7.401973859695919056e-07,1.542067144214624590e-08
-7.397972792744731617e-07,1.541531190733036000e-08
-7.393971725793545237e-07,1.541019960929171100e-08
-7.389970658842357798e-07,1.540516459279115818e-08
-7.385969591891171418e-07,1.540046940456981852e-08
-7.381968524939983979e-07,1.539558690156935686e-08
-7.377967457988796540e-07,1.539070591376315301e-08
-7.373966391037610160e-07,1.538614002289811089e-08
-7.369965324086422721e-07,1.538192097705647447e-08
-7.365964257135236341e-07,1.537800374567840895e-08
-7.361963190184048903e-07,1.537443364192182956e-08
-7.357962123232862522e-07,1.537108539490000459e-08
-7.353961056281675084e-07,1.536797624838959076e-08
-7.349959989330487645e-07,1.536503020106138056e-08
-7.345958922379301265e-07,1.536204680560547599e-08
-7.341957855428113826e-07,1.535936206472752318e-08
-7.337956788476927446e-07,1.535675875441384385e-08
-7.333955721525740007e-07,1.535456571753830658e-08
-7.329954654574553627e-07,1.535255591155247817e-08
-7.325953587623366188e-07,1.535065650000688641e-08
-7.321952520672179808e-07,1.534887161623294250e-08
-7.317951453720992369e-07,1.534711902553955207e-08
-7.313950386769804930e-07,1.534553721958983914e-08
-7.309949319818618550e-07,1.534423356488509771e-08
-7.305948252867431111e-07,1.534313324038924069e-08
-7.301947185916244731e-07,1.534226345577093947e-08
-7.297946118965057293e-07,1.534138352705328242e-08
-7.293945052013870913e-07,1.534076113182181664e-08
-7.289943985062683474e-07,1.534041559775090966e-08
-7.285942918111496035e-07,1.534038293503296342e-08
-7.281941851160309655e-07,1.534057831367929864e-08
-7.277940784209122216e-07,1.534085357519307297e-08
-7.273939717257935836e-07,1.534127405948688518e-08
-7.269938650306748397e-07,1.534182994796272750e-08
-7.265937583355562017e-07,1.534255884832834372e-08
-7.261936516404374578e-07,1.534323562440072905e-08
-7.257935449453187139e-07,1.534388928750082555e-08
-7.253934382502000759e-07,1.534478462874347767e-08
-7.249933315550813320e-07,1.534557850200256477e-08
-7.245932248599626940e-07,1.534659718021723353e-08
-7.241931181648439502e-07,1.534764975661701762e-08
-7.237930114697253122e-07,1.534885317537438336e-08
-7.233929047746065683e-07,1.535007861238433013e-08
-7.229927980794878244e-07,1.535131689023366683e-08
-7.225926913843691864e-07,1.535284569154427921e-08
-7.221925846892504425e-07,1.535476944459177832e-08
-7.217924779941318045e-07,1.535709828834050185e-08
-7.213923712990130606e-07,1.535973559313247026e-08
-7.209922646038944226e-07,1.536250540509772335e-08
-7.205921579087756787e-07,1.536546418502032955e-08
-7.201920512136569348e-07,1.536855202211186091e-08
-7.197919445185382968e-07,1.537214336576385768e-08
-7.193918378234195529e-07,1.537603015657642041e-08
-7.189917311283009149e-07,1.537995710887013627e-08
-7.185916244331821711e-07,1.538420277088958768e-08
-7.181915177380635331e-07,1.538862006409375326e-08
-7.177914110429447892e-07,1.539304810331363065e-08
-7.173913043478260453e-07,1.539755827214756794e-08
-7.169911976527074073e-07,1.540206231777047947e-08
-7.165910909575886634e-07,1.540703247374062109e-08
-7.161909842624700254e-07,1.541235019468506853e-08
-7.157908775673512815e-07,1.541792533215829124e-08
-7.153907708722326435e-07,1.542362779506353845e-08
-7.149906641771138996e-07,1.542945877969036617e-08
-7.145905574819951557e-07,1.543533556071115762e-08
-7.141904507868765177e-07,1.544126900605733326e-08
-7.137903440917577738e-07,1.544726688499534735e-08
-7.133902373966391358e-07,1.545342737622804686e-08
-7.129901307015203920e-07,1.545944414791475522e-08
-7.125900240064017540e-07,1.546541128070579410e-08
-7.121899173112830101e-07,1.547170052233144462e-08
-7.117898106161642662e-07,1.547791302630080985e-08
-7.113897039210456282e-07,1.548444485765163763e-08
-7.109895972259268843e-07,1.549145637344926203e-08
-7.105894905308082463e-07,1.549882895277671587e-08
-7.101893838356895024e-07,1.550625126402014381e-08
-7.097892771405708644e-07,1.551381983954685123e-08
-7.093891704454521205e-07,1.552129619633046362e-08
-7.089890637503333766e-07,1.552878466586229134e-08
-7.085889570552147386e-07,1.553629627811501562e-08
-7.081888503600959947e-07,1.554406023646186937e-08
-7.077887436649773567e-07,1.555196144338276125e-08
-7.073886369698586129e-07,1.556017022375020135e-08
-7.069885302747399749e-07,1.556870130082375383e-08
-7.065884235796212310e-07,1.557739386599617264e-08
-7.061883168845024871e-07,1.558601570542208432e-08
-7.057882101893838491e-07,1.559472878863963506e-08
-7.053881034942651052e-07,1.560372389789541591e-08
-7.049879967991464672e-07,1.561280261212259874e-08
-7.045878901040277233e-07,1.562231648695155919e-08
-7.041877834089090853e-07,1.563213306305457850e-08
-7.037876767137903414e-07,1.564208228326901824e-08
-7.033875700186715975e-07,1.565244277307139555e-08
-7.029874633235529595e-07,1.566310422844713119e-08
-7.025873566284342156e-07,1.567387466924540500e-08
-7.021872499333155776e-07,1.568485989088798798e-08
-7.017871432381968338e-07,1.569619720502636669e-08
-7.013870365430781958e-07,1.570754956394258445e-08
-7.009869298479594519e-07,1.571904271096921105e-08
-7.005868231528407080e-07,1.573067462523239603e-08
-7.001867164577220700e-07,1.574227472793600306e-08
-6.997866097626033261e-07,1.575398517601361370e-08
-6.993865030674846881e-07,1.576565813419041434e-08
-6.989863963723659442e-07,1.577749727153549516e-08
-6.985862896772473062e-07,1.578973022406299947e-08
-6.981861829821285623e-07,1.580198127991191268e-08
-6.977860762870099243e-07,1.581423702046623305e-08
-6.973859695918911804e-07,1.582670357368547379e-08
-6.969858628967724365e-07,1.583936758744599082e-08
-6.965857562016537985e-07,1.585234208548523362e-08
-6.961856495065350547e-07,1.586548614180493514e-08
-6.957855428114164167e-07,1.587896165317154080e-08
-6.953854361162976728e-07,1.589241130172517918e-08
-6.949853294211790348e-07,1.590612108763562599e-08
-6.945852227260602909e-07,1.591999706629217201e-08
-6.941851160309415470e-07,1.593402328977076501e-08
-6.937850093358229090e-07,1.594817397050559559e-08
-6.933849026407041651e-07,1.596254337465389441e-08
-6.929847959455855271e-07,1.597706886488151292e-08
-6.925846892504667832e-07,1.599176520569983008e-08
-6.921845825553481452e-07,1.600665020637768163e-08
-6.917844758602294013e-07,1.602165291742073439e-08
-6.913843691651106574e-07,1.603647055782568685e-08
-6.909842624699920194e-07,1.605128586856631227e-08
-6.905841557748732756e-07,1.606626869042872062e-08
-6.901840490797546375e-07,1.608145201732478047e-08
-6.897839423846358937e-07,1.609670498415494880e-08
-6.893838356895172557e-07,1.611186882678314554e-08
-6.889837289943985118e-07,1.612696170804984258e-08
-6.885836222992797679e-07,1.614221825746141477e-08
-6.881835156041611299e-07,1.615756396094693863e-08
-6.877834089090423860e-07,1.617300924991497487e-08
-6.873833022139237480e-07,1.618841811080119709e-08
-6.869831955188050041e-07,1.620377775179126475e-08
-6.865830888236863661e-07,1.621928332653248038e-08
-6.861829821285676222e-07,1.623481677710367104e-08
-6.857828754334488783e-07,1.625044221293255059e-08
-6.853827687383302403e-07,1.626593625438792703e-08
-6.849826620432114965e-07,1.628136697146462454e-08
-6.845825553480928584e-07,1.629702736204279505e-08
-6.841824486529741146e-07,1.631279882510573291e-08
-6.837823419578554766e-07,1.632857870561425006e-08
-6.833822352627367327e-07,1.634454435846473901e-08
-6.829821285676179888e-07,1.636066756472239791e-08
-6.825820218724993508e-07,1.637682297265772170e-08
-6.821819151773806069e-07,1.639295967216182743e-08
-6.817818084822619689e-07,1.640911114077326325e-08
-6.813817017871432250e-07,1.642515938125423215e-08
-6.809815950920245870e-07,1.644113001941543431e-08
-6.805814883969058431e-07,1.645712708420055140e-08
-6.801813817017870992e-07,1.647324544005813044e-08
-6.797812750066684612e-07,1.648953348174868258e-08
-6.793811683115497174e-07,1.650575487465875481e-08
-6.789810616164310793e-07,1.652196347702486386e-08
-6.785809549213123355e-07,1.653810816581106059e-08
-6.781808482261936975e-07,1.655413011690093507e-08
-6.777807415310749536e-07,1.657009644195298578e-08
-6.773806348359562097e-07,1.658610854021144683e-08
-6.769805281408375717e-07,1.660198344499934004e-08
-6.765804214457188278e-07,1.661794844728419855e-08
-6.761803147506001898e-07,1.663382509259419979e-08
-6.757802080554814459e-07,1.664977152470692056e-08
-6.753801013603628079e-07,1.666573705804357197e-08
-6.749799946652440640e-07,1.668170031017290425e-08
-6.745798879701253201e-07,1.669755404191469596e-08
-6.741797812750066821e-07,1.671326542525437077e-08
-6.737796745798879383e-07,1.672897176747316858e-08
-6.733795678847693002e-07,1.674453721263525675e-08
-6.729794611896505564e-07,1.676003765101198148e-08
-6.725793544945319184e-07,1.677560911091731528e-08
-6.721792477994131745e-07,1.679125635191149803e-08
-6.717791411042944306e-07,1.680689958948121463e-08
-6.713790344091757926e-07,1.682267737615312498e-08
-6.709789277140570487e-07,1.683851582559503671e-08
-6.705788210189384107e-07,1.685435868666504461e-08
-6.701787143238196668e-07,1.687005978956673195e-08
-6.697786076287010288e-07,1.688574010569524241e-08
-6.693785009335822849e-07,1.690138106685229965e-08
-6.689783942384635410e-07,1.691699918967635081e-08
-6.685782875433449030e-07,1.693264073158768479e-08
-6.681781808482261592e-07,1.694818191102773771e-08
-6.677780741531075211e-07,1.696367143857930676e-08
-6.673779674579887773e-07,1.697924639623834504e-08
-6.669778607628701393e-07,1.699482975337926984e-08
-6.665777540677513954e-07,1.701029554377526293e-08
-6.661776473726326515e-07,1.702571136080767341e-08
-6.657775406775140135e-07,1.704104409472425134e-08
-6.653774339823952696e-07,1.705611002475766395e-08
-6.649773272872766316e-07,1.707113648029103552e-08
-6.645772205921578877e-07,1.708617704443040694e-08
-6.641771138970392497e-07,1.710117082312786761e-08
-6.637770072019205058e-07,1.711608344881781680e-08
-6.633769005068017619e-07,1.713104510620141523e-08
-6.629767938116831239e-07,1.714602551805710792e-08
-6.625766871165643800e-07,1.716076074112535418e-08
-6.621765804214457420e-07,1.717545806267625622e-08
-6.617764737263269982e-07,1.719017439019958039e-08
-6.613763670312083602e-07,1.720483438691856315e-08
-6.609762603360896163e-07,1.721941017336414099e-08
-6.605761536409709783e-07,1.723386058160014737e-08
-6.601760469458522344e-07,1.724826003946766577e-08
-6.597759402507334905e-07,1.726261588381626966e-08
-6.593758335556148525e-07,1.727693123484419685e-08
-6.589757268604961086e-07,1.729104244655053136e-08
-6.585756201653774706e-07,1.730504722583607680e-08
-6.581755134702587267e-07,1.731898229444888397e-08
-6.577754067751400887e-07,1.733296418160195694e-08
-6.573753000800213448e-07,1.734671485683811255e-08
-6.569751933849026009e-07,1.736044182232199474e-08
-6.565750866897839629e-07,1.737407432963148836e-08
-6.561749799946652191e-07,1.738756790991917552e-08
-6.557748732995465811e-07,1.740102623333834647e-08
-6.553747666044278372e-07,1.741447470661297853e-08
-6.549746599093091992e-07,1.742774875260292639e-08
-6.545745532141904553e-07,1.744089576206940174e-08
-6.541744465190717114e-07,1.745394888575341594e-08
-6.537743398239530734e-07,1.746689864583397610e-08
-6.533742331288343295e-07,1.747971582434832975e-08
-6.529741264337156915e-07,1.749237090942658286e-08
-6.525740197385969476e-07,1.750480799285002475e-08
-6.521739130434783096e-07,1.751708060362359355e-08
-6.517738063483595657e-07,1.752935078008389992e-08
-6.513736996532408218e-07,1.754155614797519667e-08
-6.509735929581221838e-07,1.755363839750522337e-08
-6.505734862630034400e-07,1.756545976354978648e-08
-6.501733795678848020e-07,1.757713474982252503e-08
-6.497732728727660581e-07,1.758848657876641727e-08
-6.493731661776474201e-07,1.759970059851090545e-08
-6.489730594825286762e-07,1.761085911207943868e-08
-6.485729527874099323e-07,1.762191506594661362e-08
-6.481728460922912943e-07,1.763262408599223970e-08
-6.477727393971725504e-07,1.764322628699263010e-08
-6.473726327020539124e-07,1.765377176739103529e-08
-6.469725260069351685e-07,1.766414966436469686e-08
-6.465724193118165305e-07,1.767432763344262945e-08
-6.461723126166977866e-07,1.768448975414721013e-08
-6.457722059215790427e-07,1.769446280632433985e-08
-6.453720992264604047e-07,1.770443666751036997e-08
-6.449719925313416609e-07,1.771408641540789997e-08
-6.445718858362230229e-07,1.772343238901393451e-08
-6.441717791411042790e-07,1.773283026375481287e-08
-6.437716724459856410e-07,1.774221880779124852e-08
-6.433715657508668971e-07,1.775134440843943779e-08
-6.429714590557481532e-07,1.776033637525606616e-08
-6.425713523606295152e-07,1.776926541054024678e-08
-6.421712456655107713e-07,1.777809701333543188e-08
-6.417711389703921333e-07,1.778666604563385549e-08
-6.413710322752733894e-07,1.779511323083290708e-08
-6.409709255801547514e-07,1.780342423869185976e-08
-6.405708188850360075e-07,1.781163334089425920e-08
-6.401707121899172636e-07,1.781967150464656096e-08
-6.397706054947986256e-07,1.782762995672527903e-08
-6.393704987996798818e-07,1.783552835822977152e-08
-6.389703921045612438e-07,1.784317525744818584e-08
-6.385702854094424999e-07,1.785065016780954500e-08
-6.381701787143238619e-07,1.785789119050311479e-08
-6.377700720192051180e-07,1.786508605460283986e-08
-6.373699653240863741e-07,1.787185058561337519e-08
-6.369698586289677361e-07,1.787842238636274837e-08
-6.365697519338489922e-07,1.788479459003603220e-08
-6.361696452387303542e-07,1.789084720909777124e-08
-6.357695385436116103e-07,1.789673286103165760e-08
-6.353694318484929723e-07,1.790277743990340128e-08
-6.349693251533742284e-07,1.790839970146608232e-08
-6.345692184582554845e-07,1.791386332778535270e-08
-6.341691117631368465e-07,1.791904480634986279e-08
-6.337690050680181027e-07,1.792407816184713202e-08
-6.333688983728994647e-07,1.792897627439335888e-08
-6.329687916777807208e-07,1.793345662211425262e-08
-6.325686849826620828e-07,1.793758014806546200e-08
-6.321685782875433389e-07,1.794167109033558121e-08
-6.317684715924245950e-07,1.794547196126886043e-08
-6.313683648973059570e-07,1.794884296901516458e-08
-6.309682582021872131e-07,1.795198255828460206e-08
-6.305681515070685751e-07,1.795511046293392240e-08
-6.301680448119498312e-07,1.795803122491935305e-08
-6.297679381168311932e-07,1.796079899610238446e-08
-6.293678314217124493e-07,1.796336434456960192e-08
-6.289677247265937054e-07,1.796584954822362737e-08
-6.285676180314750674e-07,1.796816121883953899e-08
-6.281675113363563236e-07,1.797022539125234383e-08
-6.277674046412376856e-07,1.797214595092728247e-08
-6.273672979461189417e-07,1.797379558118848387e-08
-6.269671912510003037e-07,1.797520640255665987e-08
-6.265670845558815598e-07,1.797637056342704365e-08
-6.261669778607629218e-07,1.797742551997395449e-08
-6.257668711656441779e-07,1.797843585789490431e-08
-6.253667644705254340e-07,1.797922104665214550e-08
-6.249666577754067960e-07,1.797970877423151009e-08
-6.245665510802880521e-07,1.797984652384053828e-08
-6.241664443851694141e-07,1.797996605708429518e-08
-6.237663376900506702e-07,1.798013314159810959e-08
-6.233662309949320322e-07,1.798007596291657722e-08
-6.229661242998132883e-07,1.797991946019270595e-08
-6.225660176046945445e-07,1.797973835948384212e-08
-6.221659109095759064e-07,1.797943633986973843e-08
-6.217658042144571626e-07,1.797902931002984233e-08
-6.213656975193385246e-07,1.797869341277077523e-08
-6.209655908242197807e-07,1.797828542319635020e-08
-6.205654841291011427e-07,1.797764861055439223e-08
-6.201653774339823988e-07,1.797658130790529892e-08
-6.197652707388636549e-07,1.797522071078113762e-08
-6.193651640437450169e-07,1.797352123966508277e-08
-6.189650573486262730e-07,1.797152940014901751e-08
-6.185649506535076350e-07,1.796939352230479783e-08
-6.181648439583888911e-07,1.796703347739833906e-08
-6.177647372632702531e-07,1.796463572104230390e-08
-6.173646305681515092e-07,1.796222907124797702e-08
-6.169645238730327654e-07,1.795970132211851420e-08
-6.165644171779141273e-07,1.795693554193588410e-08
-6.161643104827953835e-07,1.795413866864687631e-08
-6.157642037876767455e-07,1.795110544976347045e-08
-6.153640970925580016e-07,1.794766324871973187e-08
-6.149639903974393636e-07,1.794385707256965610e-08
-6.145638837023206197e-07,1.793993201056232748e-08
-6.141637770072018758e-07,1.793583534970690565e-08
-6.137636703120832378e-07,1.793150994211867589e-08
-6.133635636169644939e-07,1.792714135806638430e-08
-6.129634569218458559e-07,1.792266540749859107e-08
-6.125633502267271120e-07,1.791794976821616986e-08
-6.121632435316084740e-07,1.791322092758819952e-08
-6.117631368364897301e-07,1.790815303063721454e-08
-6.113630301413709863e-07,1.790280373413920322e-08
-6.109629234462523482e-07,1.789713185532431467e-08
-6.105628167511336044e-07,1.789144180324476459e-08
-6.101627100560149664e-07,1.788564097157551670e-08
-6.097626033608962225e-07,1.787964234164087961e-08
-6.093624966657775845e-07,1.787359943237789376e-08
-6.089623899706588406e-07,1.786732244739718505e-08
-6.085622832755400967e-07,1.786100518334713234e-08
-6.081621765804214587e-07,1.785459192663589800e-08
-6.077620698853027148e-07,1.784815054148428768e-08
-6.073619631901840768e-07,1.784146854988040992e-08
-6.069618564950653329e-07,1.783455081339203390e-08
-6.065617497999466949e-07,1.782782621777064212e-08
-6.061616431048279510e-07,1.782121860808890137e-08
-6.057615364097092072e-07,1.781457609562526334e-08
-6.053614297145905691e-07,1.780804088092661915e-08
-6.049613230194718253e-07,1.780128662092326601e-08
-6.045612163243531873e-07,1.779449719486637159e-08
-6.041611096292344434e-07,1.778744898845409381e-08
-6.037610029341158054e-07,1.778036253849153539e-08
-6.033608962389970615e-07,1.777301615572838531e-08
-6.029607895438783176e-07,1.776548003972453968e-08
-6.025606828487596796e-07,1.775786493340216612e-08
-6.021605761536409357e-07,1.775009323256625628e-08
-6.017604694585222977e-07,1.774226658031216499e-08
-6.013603627634035538e-07,1.773425429733504758e-08
-6.009602560682849158e-07,1.772635640262690112e-08
-6.005601493731661719e-07,1.771840470794473415e-08
